timestamp,robot_id,drive_motor_temperature_c,drive_motor_current_a,drive_vibration_mm_s,battery_voltage_v,battery_temperature_c,days_since_maintenance,risk_level
2026-05-25 01:50:37,ROBOT_01,70.97,14.535,5.941,44.418,47.09,24,위험
2026-05-25 01:50:37,ROBOT_02,56.25,10.033,2.337,47.226,39.14,24,정상
2026-05-25 01:50:37,ROBOT_03,55.8,10.01,2.896,47.751,36.88,24,정상
2026-05-25 01:50:37,ROBOT_04,57.06,8.088,3.012,47.216,32.21,24,정상
2026-05-25 02:43:38,ROBOT_01,68.48,15.667,5.846,44.809,48.26,24,위험
2026-05-25 02:43:38,ROBOT_02,55.04,9.928,2.34,47.474,37.64,24,정상
2026-05-25 02:43:38,ROBOT_03,49.71,10.191,2.365,47.269,35.2,24,정상
2026-05-25 02:43:38,ROBOT_04,56.6,9.189,1.618,46.599,36.77,24,정상
2026-05-25 03:36:39,ROBOT_01,73.15,15.585,5.587,44.555,49.27,24,위험
2026-05-25 03:36:39,ROBOT_02,59.51,10.751,2.067,47.098,40.05,24,정상
2026-05-25 03:36:39,ROBOT_03,50.21,10.197,2.412,47.552,32.6,24,정상
2026-05-25 03:36:39,ROBOT_04,55.36,9.523,2.495,47.26,35.11,24,정상
2026-05-25 04:29:40,ROBOT_01,75.36,16.833,6.46,44.425,54.71,24,위험
2026-05-25 04:29:40,ROBOT_02,59.54,11.052,2.138,47.067,39.58,24,정상
2026-05-25 04:29:40,ROBOT_03,49.55,9.475,2.547,47.1,36.8,24,정상
2026-05-25 04:29:40,ROBOT_04,53.85,9.894,1.433,47.36,38.06,24,정상
2026-05-25 05:22:41,ROBOT_01,65.66,15.134,5.033,45.098,45.68,24,위험
2026-05-25 05:22:41,ROBOT_02,52.7,8.637,1.855,47.52,32.42,24,정상
2026-05-25 05:22:41,ROBOT_03,53.2,8.71,2.516,47.394,33.13,24,정상
2026-05-25 05:22:41,ROBOT_04,50.79,9.165,2.06,47.796,35.89,24,정상
2026-05-25 06:15:41,ROBOT_01,68.53,13.639,4.91,44.995,44.76,24,주의
2026-05-25 06:15:41,ROBOT_02,51.41,8.491,2.556,46.975,34.4,24,정상
2026-05-25 06:15:41,ROBOT_03,49,8.152,1.895,47.932,29.61,24,정상
2026-05-25 06:15:41,ROBOT_04,52.69,8.865,2.016,47.714,34.9,24,정상
2026-05-25 07:08:42,ROBOT_01,68.19,13.971,4.963,45.142,45.35,24,위험
2026-05-25 07:08:42,ROBOT_02,58.95,11.63,3.326,46.374,39.54,24,주의
2026-05-25 07:08:42,ROBOT_03,48.92,8.091,1.008,48.14,34.44,24,정상
2026-05-25 07:08:42,ROBOT_04,52.87,9.553,2.085,47.071,35.07,24,정상
2026-05-25 08:01:43,ROBOT_01,67.9,14.936,4.875,45.341,46.7,24,위험
2026-05-25 08:01:43,ROBOT_02,54.11,10.439,2.582,47.207,36.07,24,정상
2026-05-25 08:01:43,ROBOT_03,51.84,9.106,2.466,48.57,34.56,24,정상
2026-05-25 08:01:43,ROBOT_04,57.32,10.119,2.389,47.088,34.53,24,정상
2026-05-25 08:54:44,ROBOT_01,70.23,13.987,5.512,45.497,44.03,24,위험
2026-05-25 08:54:44,ROBOT_02,50.72,8.507,1.891,47.727,33.63,24,정상
2026-05-25 08:54:44,ROBOT_03,52.43,9.365,1.904,47.894,32.78,24,정상
2026-05-25 08:54:44,ROBOT_04,52.34,10.37,1.992,47.182,37.9,24,정상
2026-05-25 09:47:45,ROBOT_01,67.36,14.019,4.909,45.751,46.2,24,주의
2026-05-25 09:47:45,ROBOT_02,56.46,10.126,2.339,47.205,36.7,24,정상
2026-05-25 09:47:45,ROBOT_03,51.88,9.462,2.086,48.019,34.91,24,정상
2026-05-25 09:47:45,ROBOT_04,54.7,10.663,2.294,47.289,35.35,24,정상
2026-05-25 10:40:45,ROBOT_01,66.95,13.384,4.996,45.532,44.19,24,주의
2026-05-25 10:40:45,ROBOT_02,51.21,9.095,1.835,46.778,35.45,24,정상
2026-05-25 10:40:45,ROBOT_03,48.53,8.943,2.105,47.921,32.88,24,정상
2026-05-25 10:40:45,ROBOT_04,54.53,9.012,1.909,46.915,36.03,24,정상
2026-05-25 11:33:46,ROBOT_01,66.95,14.137,5.426,45.677,47.34,24,주의
2026-05-25 11:33:46,ROBOT_02,53.85,10.204,1.787,47.48,35.84,24,정상
2026-05-25 11:33:46,ROBOT_03,50.17,8.903,2.324,47.614,33.65,24,정상
2026-05-25 11:33:46,ROBOT_04,54.24,9.604,2.285,47.98,35.6,24,정상
2026-05-25 12:26:47,ROBOT_01,72.32,15.17,5.541,44.478,51.25,24,위험
2026-05-25 12:26:47,ROBOT_02,55.15,8.88,1.731,47.114,36.26,24,정상
2026-05-25 12:26:47,ROBOT_03,53.47,9.439,2.17,47.606,36.64,24,정상
2026-05-25 12:26:47,ROBOT_04,55.55,9.955,2.26,46.599,39.69,24,정상
2026-05-25 13:19:48,ROBOT_01,71.21,14.913,5.501,45.548,47.74,24,위험
2026-05-25 13:19:48,ROBOT_02,56.72,10.353,2.171,47.121,35.71,24,정상
2026-05-25 13:19:48,ROBOT_03,56.21,9.384,2.335,47.341,39.47,24,정상
2026-05-25 13:19:48,ROBOT_04,54.26,10.879,2.47,46.854,34.65,24,정상
2026-05-25 14:12:49,ROBOT_01,71.63,14.183,4.973,45.161,46.78,24,위험
2026-05-25 14:12:49,ROBOT_02,55.88,10.93,2.718,46.869,35.92,24,정상
2026-05-25 14:12:49,ROBOT_03,51.01,8.911,1.799,46.952,34.36,24,정상
2026-05-25 14:12:49,ROBOT_04,55.95,11.037,2.482,46.42,39.31,24,정상
2026-05-25 15:05:49,ROBOT_01,66.17,14.419,5.327,44.857,47.55,24,위험
2026-05-25 15:05:49,ROBOT_02,55.06,11.532,2.109,46.845,38.74,24,정상
2026-05-25 15:05:49,ROBOT_03,51.3,11.09,2.348,47.502,35.56,24,정상
2026-05-25 15:05:49,ROBOT_04,55.82,11.521,2.153,46.702,38.24,24,정상
2026-05-25 15:58:50,ROBOT_01,70.79,14.167,5.234,44.588,49.16,24,위험
2026-05-25 15:58:50,ROBOT_02,58.6,11.566,2.999,46.004,33.82,24,정상
2026-05-25 15:58:50,ROBOT_03,53.76,9.927,2.146,47.905,37.89,24,정상
2026-05-25 15:58:50,ROBOT_04,58.11,10.244,2.005,47.017,35.11,24,정상
2026-05-25 16:51:51,ROBOT_01,70.1,14.757,5.442,44.407,49.44,24,주의
2026-05-25 16:51:51,ROBOT_02,53.97,12.003,2.575,46.777,40.68,24,정상
2026-05-25 16:51:51,ROBOT_03,56.04,10.345,2.003,47.21,37.36,24,정상
2026-05-25 16:51:51,ROBOT_04,54.77,10.887,1.886,46.817,36.39,24,정상
2026-05-25 17:44:52,ROBOT_01,74.29,15.577,5.256,45.223,49.94,24,위험
2026-05-25 17:44:52,ROBOT_02,59.73,10.153,2.379,46.824,37.42,24,정상
2026-05-25 17:44:52,ROBOT_03,54.1,10.117,1.979,47.843,38.83,24,정상
2026-05-25 17:44:52,ROBOT_04,62.1,12.086,2.037,46.364,39.56,24,정상
2026-05-25 18:37:52,ROBOT_01,69.49,14.215,5.237,45.256,47.59,24,위험
2026-05-25 18:37:52,ROBOT_02,57.55,9.841,2.166,47.46,39.34,24,정상
2026-05-25 18:37:52,ROBOT_03,59.93,11.785,2.265,47.829,40.13,24,정상
2026-05-25 18:37:52,ROBOT_04,55.63,9.811,2.436,47.882,35.93,24,정상
2026-05-25 19:30:53,ROBOT_01,68.7,16.369,5.362,46.01,48.45,24,위험
2026-05-25 19:30:53,ROBOT_02,56.88,10.493,2.409,47.446,40.07,24,정상
2026-05-25 19:30:53,ROBOT_03,51.9,10.465,1.982,47.444,36.2,24,정상
2026-05-25 19:30:53,ROBOT_04,54.14,9.81,2.333,46.611,40.27,24,정상
2026-05-25 20:23:54,ROBOT_01,73.05,14.751,5.191,45.171,53.17,24,위험
2026-05-25 20:23:54,ROBOT_02,51.78,11.044,2.448,46.955,36.62,24,정상
2026-05-25 20:23:54,ROBOT_03,56.08,10.068,2.184,47.373,39.74,24,정상
2026-05-25 20:23:54,ROBOT_04,60.72,11.994,2.487,46.627,38.6,24,주의
2026-05-25 21:16:55,ROBOT_01,69.17,13.294,5.532,45.589,49.57,24,주의
2026-05-25 21:16:55,ROBOT_02,54.34,9.648,3.094,46.392,37.36,24,정상
2026-05-25 21:16:55,ROBOT_03,55.62,9.43,2.413,47.295,35.68,24,정상
2026-05-25 21:16:55,ROBOT_04,62.24,10.952,2.477,46.819,40.76,24,정상
2026-05-25 22:09:56,ROBOT_01,67.89,15.195,5.075,44.951,47,24,위험
2026-05-25 22:09:56,ROBOT_02,55.25,9.536,1.931,47.484,37.15,24,정상
2026-05-25 22:09:56,ROBOT_03,56.97,10.8,2.448,48.17,38.34,24,정상
2026-05-25 22:09:56,ROBOT_04,54.04,10.952,1.889,46.603,41.5,24,정상
2026-05-25 23:02:56,ROBOT_01,67.82,14.652,4.812,45.622,48.86,24,주의
2026-05-25 23:02:56,ROBOT_02,55.57,9.896,2.583,47.167,35.92,24,정상
2026-05-25 23:02:56,ROBOT_03,58.11,9.432,1.897,46.553,38.57,24,정상
2026-05-25 23:02:56,ROBOT_04,53.59,9.554,2.452,46.661,38.37,24,정상
2026-05-25 23:55:57,ROBOT_01,67.71,13.08,5.028,45.032,45.8,24,주의
2026-05-25 23:55:57,ROBOT_02,54.05,9.633,2.806,47.503,35.8,24,정상
2026-05-25 23:55:57,ROBOT_03,52.97,11.122,2.508,48.591,33.39,24,정상
2026-05-25 23:55:57,ROBOT_04,54.35,10.451,1.959,46.793,34.74,24,정상
2026-05-26 00:48:58,ROBOT_01,68.38,13.759,4.77,44.93,45.44,25,주의
2026-05-26 00:48:58,ROBOT_02,57.81,9.885,2.263,47.049,38.34,25,정상
2026-05-26 00:48:58,ROBOT_03,54.1,9.775,2.812,47.407,38.77,25,정상
2026-05-26 00:48:58,ROBOT_04,55.24,9.114,2.463,46.964,38.55,25,정상
2026-05-26 01:41:59,ROBOT_01,68.66,13.911,4.522,45.536,43.19,25,주의
2026-05-26 01:41:59,ROBOT_02,54.67,10.922,1.512,46.761,37.15,25,정상
2026-05-26 01:41:59,ROBOT_03,57.54,10.028,2.149,47.692,37.84,25,정상
2026-05-26 01:41:59,ROBOT_04,54.74,9.528,2.925,47.04,38,25,정상
2026-05-26 02:35:00,ROBOT_01,66.02,13.396,4.794,45.508,42.73,25,주의
2026-05-26 02:35:00,ROBOT_02,52.85,8.931,2.304,47.751,35.65,25,정상
2026-05-26 02:35:00,ROBOT_03,52.77,10.257,2.577,48.135,38.08,25,정상
2026-05-26 02:35:00,ROBOT_04,55.45,9.499,2.367,48.222,34.2,25,정상
2026-05-26 03:28:00,ROBOT_01,68.23,15.071,4.951,45.064,43.47,25,위험
2026-05-26 03:28:00,ROBOT_02,53.43,9.516,2.715,46.303,35.79,25,정상
2026-05-26 03:28:00,ROBOT_03,52.49,8.832,2.326,48.657,32.21,25,정상
2026-05-26 03:28:00,ROBOT_04,54.33,10.687,2.429,47.905,36.79,25,정상
2026-05-26 04:21:01,ROBOT_01,61.72,12.332,4.596,46.325,45.18,25,주의
2026-05-26 04:21:01,ROBOT_02,51.97,9.19,1.848,46.472,34.6,25,정상
2026-05-26 04:21:01,ROBOT_03,51.26,9.102,2.344,48.061,36.22,25,정상
2026-05-26 04:21:01,ROBOT_04,56.32,10.273,2.608,47.325,36.39,25,정상
2026-05-26 05:14:02,ROBOT_01,64.3,12.743,5.005,46.003,44.96,25,위험
2026-05-26 05:14:02,ROBOT_02,53.9,9.595,2.59,46.671,39.48,25,정상
2026-05-26 05:14:02,ROBOT_03,53.07,8.93,2.086,48.576,34.13,25,정상
2026-05-26 05:14:02,ROBOT_04,58.29,9.72,1.769,47.734,34.68,25,정상
2026-05-26 06:07:03,ROBOT_01,64.76,12.447,4.688,45.888,40.27,25,주의
2026-05-26 06:07:03,ROBOT_02,54.38,10.561,2.199,47.397,35.02,25,주의
2026-05-26 06:07:03,ROBOT_03,47.55,9.658,2.039,48.347,34.05,25,정상
2026-05-26 06:07:03,ROBOT_04,57.64,9.356,2.628,47.157,37,25,정상
2026-05-26 07:00:04,ROBOT_01,64.62,13.226,4.787,45.307,43.41,25,주의
2026-05-26 07:00:04,ROBOT_02,53.01,9.423,2.207,47.33,34.79,25,정상
2026-05-26 07:00:04,ROBOT_03,45.67,8.681,1.662,47.959,32.82,25,정상
2026-05-26 07:00:04,ROBOT_04,59.27,9.947,2.907,47.014,36.75,25,정상
2026-05-26 07:53:04,ROBOT_01,57.77,11.132,4.263,46.077,42.28,25,주의
2026-05-26 07:53:04,ROBOT_02,56.64,10.549,2.408,47.2,34.84,25,정상
2026-05-26 07:53:04,ROBOT_03,48.04,9.217,1.602,48.122,33.07,25,정상
2026-05-26 07:53:04,ROBOT_04,51.38,9.828,2.79,47.798,33.75,25,정상
2026-05-26 08:46:05,ROBOT_01,64.86,13.852,4.874,45.868,44.34,25,주의
2026-05-26 08:46:05,ROBOT_02,52.65,10.215,2.676,47.547,37.13,25,정상
2026-05-26 08:46:05,ROBOT_03,52.09,10.012,1.807,47.849,33.79,25,정상
2026-05-26 08:46:05,ROBOT_04,54.84,9.461,2.183,46.309,39.72,25,정상
2026-05-26 09:39:06,ROBOT_01,61.23,12.978,4.164,45.481,42.24,25,주의
2026-05-26 09:39:06,ROBOT_02,53.41,8.509,2.127,47.386,34.35,25,정상
2026-05-26 09:39:06,ROBOT_03,51.28,9.618,2.154,47.203,35.61,25,정상
2026-05-26 09:39:06,ROBOT_04,51.64,10.614,2.732,47.743,38.25,25,정상
2026-05-26 10:32:07,ROBOT_01,59.74,12.31,4.367,46.745,42.33,25,주의
2026-05-26 10:32:07,ROBOT_02,52.47,9.241,2.385,47.852,37.8,25,정상
2026-05-26 10:32:07,ROBOT_03,50.33,8.667,2.251,48.295,31.16,25,정상
2026-05-26 10:32:07,ROBOT_04,54.02,9.152,2.184,46.95,36.99,25,정상
2026-05-26 11:25:08,ROBOT_01,66.26,13.125,4.668,45.666,45.99,25,주의
2026-05-26 11:25:08,ROBOT_02,51.51,9.61,2.342,47.016,34.53,25,정상
2026-05-26 11:25:08,ROBOT_03,52.11,9.031,2.094,47.007,37.01,25,정상
2026-05-26 11:25:08,ROBOT_04,49.92,9.699,2.164,46.779,35.58,25,정상
2026-05-26 12:18:08,ROBOT_01,65.9,13.184,4.761,45.138,43.44,25,주의
2026-05-26 12:18:08,ROBOT_02,58.63,10.509,2.2,46.914,36.17,25,정상
2026-05-26 12:18:08,ROBOT_03,52.76,9.191,1.994,48.295,36.61,25,정상
2026-05-26 12:18:08,ROBOT_04,53.89,10.279,2.226,47.002,37.79,25,정상
2026-05-26 13:11:09,ROBOT_01,62.36,13.949,4.378,45.685,45,25,주의
2026-05-26 13:11:09,ROBOT_02,56.49,10.442,2.215,47.331,38.63,25,정상
2026-05-26 13:11:09,ROBOT_03,51.82,9.971,2.458,48.167,38.29,25,정상
2026-05-26 13:11:09,ROBOT_04,52.56,9.005,2.289,46.725,37.09,25,정상
2026-05-26 14:04:10,ROBOT_01,69.13,13.638,4.139,46.402,43,25,주의
2026-05-26 14:04:10,ROBOT_02,55.58,9.918,2.502,47.463,39.49,25,정상
2026-05-26 14:04:10,ROBOT_03,54.46,9.787,2.696,47.701,36.41,25,정상
2026-05-26 14:04:10,ROBOT_04,55.77,9.784,2.415,46.882,35.6,25,정상
2026-05-26 14:57:11,ROBOT_01,68.72,12.715,4.055,45.899,44.38,25,주의
2026-05-26 14:57:11,ROBOT_02,55.35,10.164,2.323,47.255,36.71,25,정상
2026-05-26 14:57:11,ROBOT_03,55.21,10.779,1.988,47.234,36.53,25,정상
2026-05-26 14:57:11,ROBOT_04,55.75,11.678,2.317,46.819,36.58,25,정상
2026-05-26 15:50:11,ROBOT_01,61.94,12.29,4.661,45.391,41.45,25,주의
2026-05-26 15:50:11,ROBOT_02,57.3,9.892,2.362,46.767,39.81,25,정상
2026-05-26 15:50:11,ROBOT_03,53.79,8.914,2.23,47.459,37.34,25,정상
2026-05-26 15:50:11,ROBOT_04,53.33,11.145,2.363,46.899,38.04,25,정상
2026-05-26 16:43:12,ROBOT_01,65.06,14.025,4.417,46.136,47.56,25,주의
2026-05-26 16:43:12,ROBOT_02,59.77,11.03,2.715,46.674,39.76,25,주의
2026-05-26 16:43:12,ROBOT_03,55.75,9.679,2.595,47.27,38.18,25,정상
2026-05-26 16:43:12,ROBOT_04,60.89,10.272,2.671,46.684,39.87,25,정상
2026-05-26 17:36:13,ROBOT_01,66.14,13.647,4.224,45.841,48.09,25,위험
2026-05-26 17:36:13,ROBOT_02,56.16,10.512,2.975,47.118,34.68,25,정상
2026-05-26 17:36:13,ROBOT_03,55.92,10.698,1.477,46.672,39.39,25,정상
2026-05-26 17:36:13,ROBOT_04,54.06,9.568,2.557,46.717,36.59,25,정상
2026-05-26 18:29:14,ROBOT_01,68.57,11.926,4.185,45.47,45.43,25,주의
2026-05-26 18:29:14,ROBOT_02,51.61,10.401,2.479,47.007,39.39,25,정상
2026-05-26 18:29:14,ROBOT_03,55.14,10.31,1.926,47.562,36.38,25,정상
2026-05-26 18:29:14,ROBOT_04,54.32,11.279,2.452,46.904,37.57,25,정상
2026-05-26 19:22:15,ROBOT_01,65.04,12.364,4.085,45.072,43.15,25,주의
2026-05-26 19:22:15,ROBOT_02,55.44,10.643,2.869,46.536,37.79,25,정상
2026-05-26 19:22:15,ROBOT_03,55.33,11.06,2.107,47.169,41.02,25,정상
2026-05-26 19:22:15,ROBOT_04,61.02,10.347,2.194,47.14,35.64,25,정상
2026-05-26 20:15:15,ROBOT_01,67.63,13.244,4.431,45.788,45.12,25,주의
2026-05-26 20:15:15,ROBOT_02,58.92,10.692,2.189,46.399,37.75,25,정상
2026-05-26 20:15:15,ROBOT_03,53.87,9.51,2.464,47.652,40.05,25,정상
2026-05-26 20:15:15,ROBOT_04,63.31,11.039,2.618,46.213,38.89,25,주의
2026-05-26 21:08:16,ROBOT_01,64.37,12.785,4.243,45.095,45.44,25,정상
2026-05-26 21:08:16,ROBOT_02,58.47,10.627,1.945,47.076,41.38,25,정상
2026-05-26 21:08:16,ROBOT_03,53.64,10.719,2.249,47.773,36.99,25,정상
2026-05-26 21:08:16,ROBOT_04,55.15,9.459,2.759,46.36,37.47,25,정상
2026-05-26 22:01:17,ROBOT_01,61.64,12.192,4.095,46.471,45.3,25,주의
2026-05-26 22:01:17,ROBOT_02,60.23,10.621,2.037,47.41,36.83,25,정상
2026-05-26 22:01:17,ROBOT_03,55.01,8.705,2.318,47.222,33.48,25,정상
2026-05-26 22:01:17,ROBOT_04,58.44,9.597,2.856,46.616,39.32,25,정상
2026-05-26 22:54:18,ROBOT_01,64.33,13.523,3.94,45.769,45.26,25,주의
2026-05-26 22:54:18,ROBOT_02,57.75,11.02,2.13,47.072,37.8,25,정상
2026-05-26 22:54:18,ROBOT_03,52.98,9.729,2.028,47.618,37.9,25,정상
2026-05-26 22:54:18,ROBOT_04,62.13,10.176,2.709,46.27,39.69,25,정상
2026-05-26 23:47:19,ROBOT_01,59.29,12.625,3.957,46.055,42.1,25,위험
2026-05-26 23:47:19,ROBOT_02,59.24,11.383,2.349,46.583,37.22,25,정상
2026-05-26 23:47:19,ROBOT_03,54.46,10.409,2.16,46.492,39.97,25,정상
2026-05-26 23:47:19,ROBOT_04,56.2,10.124,2.425,45.973,36.73,25,정상
2026-05-27 00:40:19,ROBOT_01,66.32,13.534,3.69,45.834,42.04,26,주의
2026-05-27 00:40:19,ROBOT_02,56.35,10.557,2.58,47.503,37.21,26,정상
2026-05-27 00:40:19,ROBOT_03,56.48,10.381,2.19,47.876,36.65,26,정상
2026-05-27 00:40:19,ROBOT_04,57.56,10.936,2.161,46.482,35.67,26,정상
2026-05-27 01:33:20,ROBOT_01,63.33,13.614,3.92,45.401,43.3,26,주의
2026-05-27 01:33:20,ROBOT_02,57.25,11.032,2.386,47.431,37.85,26,정상
2026-05-27 01:33:20,ROBOT_03,52.03,10.894,2.784,47.259,33.76,26,정상
2026-05-27 01:33:20,ROBOT_04,54.37,10.094,2.462,46.984,32.89,26,정상
2026-05-27 02:26:21,ROBOT_01,64.63,11.806,4.012,46.459,43.56,26,주의
2026-05-27 02:26:21,ROBOT_02,56.11,8.883,2.23,48.399,33.85,26,정상
2026-05-27 02:26:21,ROBOT_03,52.58,8.511,2.002,46.783,35.23,26,정상
2026-05-27 02:26:21,ROBOT_04,54.72,10.744,2.374,47.144,38.64,26,정상
2026-05-27 03:19:22,ROBOT_01,63.96,11.066,4.141,45.594,39.59,26,주의
2026-05-27 03:19:22,ROBOT_02,51.98,10.53,2.357,47.118,36.67,26,정상
2026-05-27 03:19:22,ROBOT_03,51.02,9.388,2.037,48.109,31.96,26,정상
2026-05-27 03:19:22,ROBOT_04,51.4,8.822,2.005,47.221,35.73,26,정상
2026-05-27 04:12:23,ROBOT_01,65.04,11.221,3.674,46.937,43.29,26,주의
2026-05-27 04:12:23,ROBOT_02,50.59,8.7,1.837,47.216,35.87,26,정상
2026-05-27 04:12:23,ROBOT_03,49.4,9.654,2.091,48.068,35.21,26,정상
2026-05-27 04:12:23,ROBOT_04,55.53,9.127,2.528,47.773,35.62,26,정상
2026-05-27 05:05:23,ROBOT_01,58.79,12.612,3.414,46.209,41.28,26,정상
2026-05-27 05:05:23,ROBOT_02,54.19,9.189,2.402,48.012,38.76,26,정상
2026-05-27 05:05:23,ROBOT_03,46.95,9.149,2.363,47.676,36.08,26,정상
2026-05-27 05:05:23,ROBOT_04,51.62,10.071,2.155,47.036,33.93,26,정상
2026-05-27 05:58:24,ROBOT_01,62.96,10.823,3.417,46.596,43.34,26,주의
2026-05-27 05:58:24,ROBOT_02,53.42,10.081,2.961,47.614,32.87,26,정상
2026-05-27 05:58:24,ROBOT_03,53.81,8.843,1.65,48.406,36.36,26,정상
2026-05-27 05:58:24,ROBOT_04,55.86,9.991,2.046,47.525,36.48,26,정상
2026-05-27 06:51:25,ROBOT_01,57.74,12.161,3.555,47.159,40.63,26,주의
2026-05-27 06:51:25,ROBOT_02,51.35,10.063,2.12,47.382,35.94,26,정상
2026-05-27 06:51:25,ROBOT_03,50.99,9.073,2.017,47.791,36.79,26,정상
2026-05-27 06:51:25,ROBOT_04,51.95,9.475,2.408,47.176,34.78,26,정상
2026-05-27 07:44:26,ROBOT_01,55.86,11.623,3.549,46.384,39.49,26,정상
2026-05-27 07:44:26,ROBOT_02,51.1,10.68,2.813,47.139,35.13,26,정상
2026-05-27 07:44:26,ROBOT_03,52.8,8.733,2.181,47.647,34.1,26,정상
2026-05-27 07:44:26,ROBOT_04,53.79,10.18,2.075,46.46,34.41,26,정상
2026-05-27 08:37:27,ROBOT_01,58.41,13.179,3.648,46.492,41.54,26,주의
2026-05-27 08:37:27,ROBOT_02,55.4,10.196,2.375,47.384,36.33,26,정상
2026-05-27 08:37:27,ROBOT_03,51.22,8.641,1.948,47.866,35.78,26,정상
2026-05-27 08:37:27,ROBOT_04,54.67,10.275,2.686,46.907,36.46,26,정상
2026-05-27 09:30:27,ROBOT_01,59.72,11.747,3.372,46.389,41.18,26,정상
2026-05-27 09:30:27,ROBOT_02,55.51,9.954,2.599,47.386,34.95,26,정상
2026-05-27 09:30:27,ROBOT_03,55.02,8.898,1.87,48.11,34.53,26,정상
2026-05-27 09:30:27,ROBOT_04,49.39,7.764,2.418,46.65,36.06,26,정상
2026-05-27 10:23:28,ROBOT_01,57.74,12.024,3.44,46.901,40.16,26,주의
2026-05-27 10:23:28,ROBOT_02,56.25,9.859,2.084,47.127,38.06,26,정상
2026-05-27 10:23:28,ROBOT_03,52.44,9.536,2.038,48.427,35.98,26,정상
2026-05-27 10:23:28,ROBOT_04,52.43,8.146,2.382,47.245,33.62,26,정상
2026-05-27 11:16:29,ROBOT_01,62.66,11.673,3.792,46.166,40.08,26,주의
2026-05-27 11:16:29,ROBOT_02,57.74,10.311,2.274,47.061,37.71,26,정상
2026-05-27 11:16:29,ROBOT_03,51.48,9.657,1.88,48.083,35.9,26,정상
2026-05-27 11:16:29,ROBOT_04,56.4,10.996,2.345,46.791,36.01,26,정상
2026-05-27 12:09:30,ROBOT_01,58.36,12.238,3.161,46.572,42.26,26,주의
2026-05-27 12:09:30,ROBOT_02,53.7,10.407,2.437,46.208,40.77,26,정상
2026-05-27 12:09:30,ROBOT_03,51.43,11.598,1.873,46.994,33.37,26,정상
2026-05-27 12:09:30,ROBOT_04,58.05,10.4,2.668,47.391,37.06,26,정상
2026-05-27 13:02:30,ROBOT_01,58.42,11.811,3.004,46.842,39.25,26,주의
2026-05-27 13:02:30,ROBOT_02,57.01,9.695,2.506,48.209,37.5,26,정상
2026-05-27 13:02:30,ROBOT_03,51.04,9.548,2.571,46.719,34.81,26,정상
2026-05-27 13:02:30,ROBOT_04,57.35,11.438,1.956,47.329,36.89,26,정상
2026-05-27 13:55:31,ROBOT_01,56.89,12.07,3.505,46.831,38.67,26,정상
2026-05-27 13:55:31,ROBOT_02,54.19,9.984,2.68,46.915,36.34,26,정상
2026-05-27 13:55:31,ROBOT_03,54.89,10.394,2.221,47.315,37.49,26,정상
2026-05-27 13:55:31,ROBOT_04,57.41,11.469,2.384,45.633,37.61,26,정상
2026-05-27 14:48:32,ROBOT_01,61.88,12.555,3.466,46.27,45.46,26,주의
2026-05-27 14:48:32,ROBOT_02,54.19,10.548,2.513,47.782,40.07,26,정상
2026-05-27 14:48:32,ROBOT_03,55,10.364,2.187,48.008,35.37,26,정상
2026-05-27 14:48:32,ROBOT_04,58.45,10.094,1.911,47.305,37.19,26,정상
2026-05-27 15:41:33,ROBOT_01,61.51,12.267,3.23,46.96,42.62,26,주의
2026-05-27 15:41:33,ROBOT_02,55.78,12.006,2.239,47.172,38.6,26,정상
2026-05-27 15:41:33,ROBOT_03,54.96,9.861,1.886,46.638,35.81,26,정상
2026-05-27 15:41:33,ROBOT_04,57.84,10.223,2.446,46.647,39.92,26,정상
2026-05-27 16:34:34,ROBOT_01,58.18,11.491,3.217,46.403,44.01,26,정상
2026-05-27 16:34:34,ROBOT_02,56.98,10.579,2.213,46.179,41.41,26,정상
2026-05-27 16:34:34,ROBOT_03,52.89,10.093,1.892,46.769,40.8,26,정상
2026-05-27 16:34:34,ROBOT_04,54.55,10.537,2.688,46.588,37.28,26,정상
2026-05-27 17:27:34,ROBOT_01,61.37,12.314,3.206,46.5,39.65,26,정상
2026-05-27 17:27:34,ROBOT_02,59.06,11.953,2.502,46.049,38.63,26,정상
2026-05-27 17:27:34,ROBOT_03,58.57,12.129,2.538,47.47,36.39,26,정상
2026-05-27 17:27:34,ROBOT_04,56.47,11.035,2.411,47.237,39.69,26,정상
2026-05-27 18:20:35,ROBOT_01,60.05,11.475,3.356,46.611,41.36,26,주의
2026-05-27 18:20:35,ROBOT_02,57.58,12.263,2.59,46.279,37.54,26,주의
2026-05-27 18:20:35,ROBOT_03,52.82,10.5,1.935,47.711,38.48,26,정상
2026-05-27 18:20:35,ROBOT_04,60.02,11.114,2.603,45.715,43.59,26,정상
2026-05-27 19:13:36,ROBOT_01,65.87,12.308,3.161,45.972,42.77,26,주의
2026-05-27 19:13:36,ROBOT_02,61.27,11.27,3.121,47.253,37.51,26,정상
2026-05-27 19:13:36,ROBOT_03,58.46,10.9,2.628,46.654,37.78,26,정상
2026-05-27 19:13:36,ROBOT_04,61.56,10.085,2.563,47.177,37.56,26,정상
2026-05-27 20:06:37,ROBOT_01,61.1,12.063,3.19,45.776,44.27,26,주의
2026-05-27 20:06:37,ROBOT_02,58.46,10.859,3.239,47.087,37.63,26,정상
2026-05-27 20:06:37,ROBOT_03,54.22,10.319,2.061,47.637,42.95,26,정상
