equipment_id,location_id,equipment_type,collected_at,day_index,hour,traffic_load,temperature_c,voltage_v,signal_strength_dbm,success_rate,response_time_ms,retry_count,disconnect_count,packet_loss_rate,error_count,days_since_maintenance,risk_score,risk_level,failure_event,maintenance_event,failure_within_7d,rul_hours
ANT-006,TG-02,hipass_antenna,2026-04-16 22:00:00,105,22,0.328,23.64,12.01,82.42,99.7,45.37,0,0,0.069,1,122,2.75,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-16 23:00:00,105,23,0.268,24.31,11.97,80.79,99.29,45.41,2,0,0.172,0,122,2.93,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 00:00:00,106,0,0.232,23.28,11.94,80.34,99.92,45.3,0,0,0.267,0,123,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 01:00:00,106,1,0.216,22.96,11.95,82.68,99.13,44.99,1,0,0.183,0,123,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 02:00:00,106,2,0.286,22.55,11.98,79.9,99.7,48.35,0,0,0.008,0,123,2.8,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 03:00:00,106,3,0.255,24.63,11.91,80.01,99.36,45.91,0,0,0.054,0,123,1.02,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 04:00:00,106,4,0.32,23.85,11.99,80.73,98.93,45.83,0,1,0.199,1,123,3.28,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 05:00:00,106,5,0.413,25.72,11.96,81.65,99.27,40.37,1,0,0.156,0,123,3.74,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 06:00:00,106,6,0.522,27.79,11.97,81.88,99.27,43.37,1,0,0.136,1,123,0.93,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 07:00:00,106,7,0.623,29.01,11.95,79.93,99.54,48.73,1,0,0.135,0,123,0.45,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 08:00:00,106,8,0.653,30.03,11.92,82.76,99.77,44.32,0,0,0.029,0,123,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 09:00:00,106,9,0.607,30.12,11.91,82.62,99.74,49.52,1,0,0.189,1,123,5.03,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 10:00:00,106,10,0.518,30.53,11.99,81.84,99.42,52.55,0,0,0.09,0,123,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 11:00:00,106,11,0.392,32.04,11.95,79.72,98.83,44.02,0,1,0.228,0,123,2.82,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 12:00:00,106,12,0.343,31.38,12.0,79.52,99.46,47.29,0,0,0.202,1,123,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 13:00:00,106,13,0.283,31.71,12.01,81.43,99.02,45.83,1,0,0.173,0,123,4.64,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 14:00:00,106,14,0.295,31.58,12.04,80.35,99.82,43.42,0,0,0.107,0,123,0.65,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 15:00:00,106,15,0.409,29.74,11.99,83.72,99.39,40.9,0,0,0.146,0,123,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 16:00:00,106,16,0.455,28.73,11.98,80.47,99.98,40.89,0,0,0.11,3,123,7.71,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 17:00:00,106,17,0.556,28.32,11.99,84.36,99.07,42.95,0,0,0,0,123,2.87,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 18:00:00,106,18,0.547,26.81,11.99,83.93,98.96,47.37,2,1,0.319,1,123,8.14,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 19:00:00,106,19,0.549,25.79,11.98,82.51,99.16,46.69,0,0,0.138,1,123,4.23,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 20:00:00,106,20,0.441,25.52,11.97,81.42,99.65,43.07,0,0,0.11,0,123,0.76,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 21:00:00,106,21,0.36,24.07,11.95,81.6,99.28,51.02,0,0,0.064,0,123,0.94,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 22:00:00,106,22,0.305,22.92,11.97,82.62,98.98,43.61,0,1,0.28,0,123,3.54,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-17 23:00:00,106,23,0.244,23.64,11.91,80.6,99.4,46.16,0,0,0.091,0,123,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 00:00:00,107,0,0.189,22.89,11.94,79.33,98.72,40.68,1,1,0.485,0,124,7.78,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 01:00:00,107,1,0.203,23.07,11.95,82.31,99.34,45.8,2,0,0.268,2,124,8.29,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 02:00:00,107,2,0.205,22.7,11.98,80.93,99.55,42.81,0,1,0.38,0,124,7.92,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 03:00:00,107,3,0.225,23.57,11.99,82.12,99.66,45.74,0,0,0.092,0,124,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 04:00:00,107,4,0.211,24.21,12.01,83.59,99.95,44.05,0,0,0.017,0,124,2.58,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 05:00:00,107,5,0.266,26.26,11.97,81.48,99.64,46.32,2,0,0.1,0,124,5.19,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 06:00:00,107,6,0.367,26.25,11.96,82.02,99.44,43.47,0,0,0.098,0,124,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 07:00:00,107,7,0.43,28.33,11.99,81.32,99.72,47.97,0,0,0.157,0,124,3.85,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 08:00:00,107,8,0.459,28.73,12.05,83.73,99.66,42.02,0,0,0,0,124,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 09:00:00,107,9,0.406,30.2,12.0,84.06,99.51,46.4,1,0,0.216,1,124,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 10:00:00,107,10,0.353,29.9,12.0,80.56,99.49,44.43,1,0,0,0,124,0.01,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 11:00:00,107,11,0.305,29.73,11.99,81.4,99.68,42.37,0,0,0.178,0,124,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 12:00:00,107,12,0.22,30.39,11.95,83.38,99.02,39.97,0,1,0.194,1,124,4.77,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 13:00:00,107,13,0.214,30.93,11.99,80.57,99.42,43.85,0,0,0.082,0,124,1.6,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 14:00:00,107,14,0.21,29.82,11.98,80.28,99.14,47.36,1,0,0.229,0,124,0.91,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 15:00:00,107,15,0.249,29.93,11.96,83.86,99.42,46.56,0,0,0.157,0,124,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 16:00:00,107,16,0.325,29.45,12.02,82.72,99.86,48.07,0,0,0.241,0,124,2.21,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 17:00:00,107,17,0.402,27.53,12.04,81.05,99.27,40.95,1,0,0.176,0,124,2.12,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 18:00:00,107,18,0.385,28.65,12.02,81.23,99.52,47.48,0,0,0.102,0,124,2.41,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 19:00:00,107,19,0.386,25.46,11.97,81.45,99.15,43.63,2,0,0.248,0,124,3.44,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 20:00:00,107,20,0.328,24.11,11.98,82.43,98.73,45.49,1,2,0.533,0,124,13.47,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 21:00:00,107,21,0.282,24.23,11.94,80.92,99.58,48.31,1,0,0.337,0,124,6.96,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 22:00:00,107,22,0.228,24.23,12.05,82.56,99.56,43.52,0,0,0.126,0,124,1.83,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-18 23:00:00,107,23,0.188,23.23,11.94,81.24,98.97,46.2,1,0,0.09,1,124,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 00:00:00,108,0,0.178,22.44,11.96,81.33,99.16,42.33,0,0,0.183,0,125,1.38,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 01:00:00,108,1,0.202,22.88,12.04,81.97,99.35,45.34,0,0,0.047,0,125,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 02:00:00,108,2,0.163,23.56,11.99,83.28,99.15,44.95,2,0,0.169,0,125,4.68,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 03:00:00,108,3,0.178,24.43,11.96,83.34,98.95,45.62,0,0,0.145,0,125,2.32,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 04:00:00,108,4,0.222,23.78,12.0,80.48,99.13,44.2,0,0,0.158,0,125,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 05:00:00,108,5,0.291,26.1,11.95,81.93,99.12,46.12,0,1,0.323,0,125,3.19,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 06:00:00,108,6,0.358,27.4,11.99,80.58,99.39,48.86,1,0,0.144,0,125,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 07:00:00,108,7,0.408,28.16,12.01,81.32,99.06,47.09,1,1,0.328,1,125,9.07,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 08:00:00,108,8,0.439,28.83,11.98,83.22,99.32,44.76,0,0,0.047,0,125,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 09:00:00,108,9,0.448,29.98,12.03,81.58,99.45,52.87,1,0,0.14,0,125,4.14,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 10:00:00,108,10,0.35,30.71,11.96,81.79,99.8,46.64,0,0,0,0,125,2.92,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 11:00:00,108,11,0.295,31.19,12.06,82.75,99.24,42.29,2,0,0.279,1,125,5.28,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 12:00:00,108,12,0.219,31.55,11.95,82.4,99.09,46.3,1,1,0.241,0,125,9.68,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 13:00:00,108,13,0.185,30.89,12.01,80.65,99.57,46.83,0,0,0,0,125,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 14:00:00,108,14,0.23,31.21,12.01,83.53,99.53,44.42,0,0,0.184,0,125,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 15:00:00,108,15,0.274,29.76,11.95,81.4,99.06,49.79,0,0,0.204,0,125,2.94,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 16:00:00,108,16,0.325,29.81,11.95,80.76,99.76,43.22,0,0,0.042,0,125,0.54,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 17:00:00,108,17,0.395,26.37,11.96,83.45,99.65,41.87,1,0,0.232,0,125,2.17,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 18:00:00,108,18,0.413,27.82,11.97,80.78,99.26,45.39,0,0,0.131,0,125,3.76,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 19:00:00,108,19,0.359,26.8,11.93,81.01,99.19,43.34,0,0,0.075,0,125,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 20:00:00,108,20,0.315,25.56,11.99,81.94,99.57,46.9,0,0,0.167,0,125,3.03,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 21:00:00,108,21,0.275,22.94,11.99,82.65,99.59,45.15,0,0,0.223,0,125,1.4,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 22:00:00,108,22,0.196,23.93,12.02,82.35,99.89,40.54,0,0,0.126,0,125,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-19 23:00:00,108,23,0.212,23.17,12.0,81.68,99.54,44.81,0,0,0.18,0,125,2.06,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 00:00:00,109,0,0.284,22.86,11.99,83.21,99.48,47.02,1,0,0.042,0,126,1.55,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 01:00:00,109,1,0.287,24.18,11.94,84.04,99.61,43.78,0,0,0.076,0,126,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 02:00:00,109,2,0.288,23.93,11.99,82.5,99.66,48.48,0,0,0,0,126,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 03:00:00,109,3,0.266,24.04,12.01,81.56,99.82,41.06,0,0,0.133,0,126,0.08,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 04:00:00,109,4,0.28,26.1,12.03,80.99,99.53,47.33,0,0,0.293,0,126,5.25,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 05:00:00,109,5,0.383,26.04,12.04,83.35,99.54,49.76,1,0,0.122,0,126,4.41,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 06:00:00,109,6,0.484,26.38,11.98,77.61,99.35,44.27,0,0,0.046,0,126,2.32,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 07:00:00,109,7,0.562,28.47,12.01,83.0,98.64,50.1,0,0,0.022,0,126,1.89,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 08:00:00,109,8,0.622,29.35,12.03,84.37,99.1,49.97,1,0,0.348,0,126,8.24,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 09:00:00,109,9,0.592,31.02,11.99,81.33,99.41,48.85,0,0,0.054,0,126,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 10:00:00,109,10,0.495,29.32,12.0,81.43,99.13,41.03,0,0,0.083,0,126,2.87,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 11:00:00,109,11,0.361,31.5,12.0,83.18,100,44.1,0,0,0.006,0,126,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 12:00:00,109,12,0.359,31.47,12.0,81.87,99.66,44.89,0,0,0.179,0,126,1.86,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 13:00:00,109,13,0.274,31.17,11.96,82.44,99.35,43.43,0,0,0.213,0,126,2.56,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 14:00:00,109,14,0.298,30.64,11.98,81.8,99.6,41.09,1,0,0.279,0,126,2.4,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 15:00:00,109,15,0.34,30.98,12.04,79.61,99.31,46.08,0,0,0.219,0,126,0.87,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 16:00:00,109,16,0.473,29.14,11.96,83.4,99.4,44.02,0,0,0.02,0,126,3.63,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 17:00:00,109,17,0.544,27.19,11.95,82.39,99.46,43.92,2,0,0.125,0,126,4.5,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 18:00:00,109,18,0.562,28.59,11.99,82.12,99.52,46.42,1,0,0.325,0,126,1.16,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 19:00:00,109,19,0.57,25.51,11.98,83.01,99.26,49.29,1,0,0.204,0,126,4.93,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 20:00:00,109,20,0.445,25.9,12.02,81.62,98.77,40.35,0,0,0.079,0,126,1.09,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 21:00:00,109,21,0.349,25.1,11.99,82.93,99.32,43.8,0,0,0.056,1,126,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 22:00:00,109,22,0.331,23.22,11.95,82.13,99.63,40.62,0,0,0.018,0,126,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-20 23:00:00,109,23,0.28,22.71,11.97,80.44,99.69,40.56,0,0,0.202,0,126,3.05,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 00:00:00,110,0,0.221,23.11,11.98,82.9,99.56,42.72,2,0,0.153,0,127,3.19,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 01:00:00,110,1,0.261,22.86,11.95,82.17,98.88,45.15,2,0,0.376,0,127,5.06,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 02:00:00,110,2,0.268,24.79,11.92,83.64,99.59,47.37,0,0,0.021,1,127,1.15,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 03:00:00,110,3,0.245,24.38,12.01,81.53,99.64,45.46,0,0,0,0,127,2.13,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 04:00:00,110,4,0.277,26.68,11.97,80.82,99.79,43.52,0,0,0.131,0,127,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 05:00:00,110,5,0.364,27.32,11.98,80.92,99.24,46.71,0,1,0.26,1,127,7.02,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 06:00:00,110,6,0.466,28.1,11.97,82.61,99.79,44.39,0,0,0.051,0,127,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 07:00:00,110,7,0.557,28.83,11.97,81.28,99.59,46.89,0,0,0.099,0,127,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 08:00:00,110,8,0.597,31.06,11.92,82.4,99.36,44.1,0,0,0.245,0,127,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 09:00:00,110,9,0.624,30.55,12.02,83.02,99.61,52.65,1,0,0.212,0,127,6.91,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 10:00:00,110,10,0.472,32.06,11.95,81.25,99.39,45.46,2,0,0.32,1,127,1.01,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 11:00:00,110,11,0.374,31.96,12.03,81.77,99.46,45.41,0,0,0.1,0,127,0.1,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 12:00:00,110,12,0.302,31.29,12.03,82.98,99.2,43.56,1,0,0.082,0,127,5.6,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 13:00:00,110,13,0.28,30.41,11.96,83.39,99.33,44.45,0,0,0.218,2,127,4.09,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 14:00:00,110,14,0.293,31.61,11.99,81.46,99.66,49.41,0,0,0.075,0,127,0.27,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 15:00:00,110,15,0.385,30.59,12.09,81.08,99.55,49.44,0,0,0.224,0,127,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 16:00:00,110,16,0.441,28.94,11.94,82.03,99.15,42.68,0,0,0.204,0,127,2.17,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 17:00:00,110,17,0.554,28.94,12.04,79.39,99.18,46.0,1,0,0.153,1,127,2.89,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 18:00:00,110,18,0.606,27.7,11.99,82.21,99.67,44.33,0,0,0.037,1,127,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 19:00:00,110,19,0.556,26.05,11.95,84.37,99.0,51.85,2,0,0.138,0,127,2.2,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 20:00:00,110,20,0.437,26.83,11.99,82.88,99.75,48.88,0,0,0.051,1,127,0.01,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 21:00:00,110,21,0.397,26.43,12.01,82.26,99.39,46.04,0,0,0.02,0,127,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 22:00:00,110,22,0.335,23.43,11.98,80.19,99.23,44.09,0,0,0.207,0,127,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-21 23:00:00,110,23,0.256,24.28,12.02,81.78,98.91,47.72,0,1,0.304,0,127,4.41,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 00:00:00,111,0,0.254,23.63,11.95,82.35,99.37,41.73,0,1,0.244,1,128,3.04,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 01:00:00,111,1,0.284,23.73,11.96,82.28,99.2,43.06,1,0,0.222,1,128,1.93,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 02:00:00,111,2,0.228,24.67,12.04,82.18,99.95,45.36,0,0,0.038,0,128,4.4,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 03:00:00,111,3,0.309,24.03,11.92,79.86,99.11,45.66,1,1,0.449,0,128,6.36,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 04:00:00,111,4,0.285,26.4,11.99,81.06,99.28,49.33,1,0,0.114,0,128,2.39,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 05:00:00,111,5,0.397,27.94,11.98,83.16,99.7,46.34,0,0,0.116,0,128,1.49,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 06:00:00,111,6,0.503,28.92,11.97,80.36,99.25,45.6,1,0,0.094,0,128,3.98,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 07:00:00,111,7,0.565,28.62,12.0,83.13,99.22,48.04,0,0,0.113,0,128,0.46,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 08:00:00,111,8,0.631,30.63,12.01,83.43,99.49,49.56,0,0,0.03,0,128,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 09:00:00,111,9,0.586,30.69,12.0,82.95,99.69,45.98,0,0,0.223,1,128,0.26,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 10:00:00,111,10,0.532,32.36,11.92,81.57,99.62,48.05,0,0,0.096,0,128,1.17,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 11:00:00,111,11,0.366,31.67,12.01,82.29,99.36,48.61,0,0,0.215,0,128,0.33,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 12:00:00,111,12,0.355,32.64,12.0,79.25,99.42,49.58,0,0,0.187,0,128,1.93,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 13:00:00,111,13,0.267,30.94,12.02,83.42,99.71,45.75,0,0,0.09,0,128,0.86,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 14:00:00,111,14,0.315,32.25,11.93,81.25,99.06,48.21,2,0,0.184,0,128,3.08,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 15:00:00,111,15,0.379,30.68,12.0,81.37,99.27,51.59,1,0,0.083,0,128,2.1,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 16:00:00,111,16,0.489,29.17,11.98,81.55,99.3,49.18,0,0,0.027,1,128,0.63,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 17:00:00,111,17,0.556,29.83,11.94,81.73,98.99,44.49,1,0,0.05,0,128,2.56,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 18:00:00,111,18,0.554,27.36,12.04,82.49,99.44,44.81,0,0,0.176,0,128,4.05,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 19:00:00,111,19,0.531,26.5,11.98,83.1,99.13,50.47,2,0,0.095,0,128,7.25,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 20:00:00,111,20,0.474,26.09,12.0,80.14,99.53,47.97,0,0,0.209,1,128,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 21:00:00,111,21,0.338,24.03,11.97,82.45,99.54,48.79,0,0,0.083,0,128,0.55,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 22:00:00,111,22,0.276,24.84,11.97,80.85,99.69,42.37,0,0,0.217,0,128,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-22 23:00:00,111,23,0.245,23.82,12.02,82.76,99.45,43.66,0,0,0.224,0,128,1.19,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 00:00:00,112,0,0.262,25.5,11.97,80.42,99.47,42.07,1,0,0.211,4,129,8.84,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 01:00:00,112,1,0.258,25.0,11.95,82.23,99.48,41.46,0,0,0.097,0,129,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 02:00:00,112,2,0.258,24.49,12.01,81.19,99.11,41.61,0,0,0.116,0,129,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 03:00:00,112,3,0.313,25.28,11.99,80.54,99.46,48.45,2,0,0.31,0,129,4.01,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 04:00:00,112,4,0.278,25.61,11.9,81.32,99.16,44.39,0,0,0.079,0,129,0.07,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 05:00:00,112,5,0.409,27.0,12.04,82.68,99.71,39.13,1,0,0.279,1,129,1.3,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 06:00:00,112,6,0.489,26.93,12.05,81.0,99.23,44.32,1,0,0.238,0,129,2.83,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 07:00:00,112,7,0.581,28.93,11.97,82.68,99.25,44.49,2,1,0.345,1,129,9.38,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 08:00:00,112,8,0.596,30.58,12.02,81.34,99.29,48.3,0,0,0.132,0,129,0.08,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 09:00:00,112,9,0.589,29.82,12.01,83.43,98.97,49.83,2,0,0.105,0,129,6.69,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 10:00:00,112,10,0.483,30.62,11.96,79.53,99.34,53.75,0,0,0.101,1,129,3.49,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 11:00:00,112,11,0.402,31.78,11.97,82.89,99.73,46.29,0,0,0.054,1,129,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 12:00:00,112,12,0.29,31.9,12.03,80.97,99.4,44.93,0,0,0.125,0,129,4.33,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 13:00:00,112,13,0.269,30.79,11.96,80.66,99.58,45.9,0,0,0.047,0,129,1.81,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 14:00:00,112,14,0.337,31.2,11.94,82.18,99.69,47.46,0,0,0.138,0,129,0,정상,0,0,0,
ANT-006,TG-02,hipass_antenna,2026-04-23 15:00:00,112,15,0.381,30.18,11.94,82.76,99.65,47.34,0,0,0.15,0,129,0,정상,0,0,0,
