gate_id,location_id,collected_at,motor_temperature_c,motor_current_a,voltage_v,open_close_time_sec,vibration_mm_s,operation_count,error_count,days_since_maintenance,risk_score,risk_level,maintenance_event,failure_event
GATE-03,PARKING-01,2026-01-09 08:00:00,41.3,3.93,23.87,2.94,1.15,29686,0,71,0,정상,0,0
GATE-03,PARKING-01,2026-01-09 09:00:00,40.34,4.64,24.17,3.03,1.1,29724,0,71,4.51,정상,0,0
GATE-03,PARKING-01,2026-01-09 10:00:00,39.23,4.25,23.94,2.68,1.1,29745,0,71,0.31,정상,0,0
GATE-03,PARKING-01,2026-01-09 11:00:00,33.95,3.6,23.65,2.97,0.91,29768,0,71,1.91,정상,0,0
GATE-03,PARKING-01,2026-01-09 12:00:00,37.94,4.64,24.25,2.74,1.56,29790,0,71,2.23,정상,0,0
GATE-03,PARKING-01,2026-01-09 13:00:00,37.49,4.62,23.27,2.99,1.55,29810,1,71,11.44,정상,0,0
GATE-03,PARKING-01,2026-01-09 14:00:00,39.72,4.2,23.95,3.04,1.15,29828,1,71,4.7,정상,0,0
GATE-03,PARKING-01,2026-01-09 15:00:00,39.43,4.03,24.06,2.7,1.04,29843,1,71,1.25,정상,0,0
GATE-03,PARKING-01,2026-01-09 16:00:00,40.6,4.28,23.67,2.69,1.33,29864,0,71,1.13,정상,0,0
GATE-03,PARKING-01,2026-01-09 17:00:00,41.2,3.94,24.36,2.82,1.06,29894,0,71,3.86,정상,0,0
GATE-03,PARKING-01,2026-01-09 18:00:00,40.41,5.04,23.76,2.9,1.27,29944,0,71,5.41,정상,0,0
GATE-03,PARKING-01,2026-01-09 19:00:00,40.02,5.49,23.97,2.93,1.12,29991,1,71,9,정상,0,0
GATE-03,PARKING-01,2026-01-09 20:00:00,39.88,4.96,24.05,2.79,1.47,30031,0,71,7.07,정상,0,0
GATE-03,PARKING-01,2026-01-09 21:00:00,40.92,4.36,24.05,2.8,0.9,30055,0,71,1.94,정상,0,0
GATE-03,PARKING-01,2026-01-09 22:00:00,40.88,4.2,23.92,2.92,1.48,30074,0,71,0.71,정상,0,0
GATE-03,PARKING-01,2026-01-09 23:00:00,38.93,4.39,23.97,2.92,1.11,30097,0,71,0,정상,0,0
GATE-03,PARKING-01,2026-01-10 00:00:00,40.35,4.53,23.54,2.84,1.5,30112,1,72,12.56,정상,0,0
GATE-03,PARKING-01,2026-01-10 01:00:00,34.32,4.92,24.01,2.8,1.62,30120,1,72,11.26,정상,0,0
GATE-03,PARKING-01,2026-01-10 02:00:00,37.52,4,24.1,2.76,1.4,30123,0,72,6.14,정상,0,0
GATE-03,PARKING-01,2026-01-10 03:00:00,39.99,4.21,23.34,2.83,1.27,30136,1,72,5.7,정상,0,0
GATE-03,PARKING-01,2026-01-10 04:00:00,38.32,4.12,23.98,2.66,1.46,30140,0,72,1.38,정상,0,0
GATE-03,PARKING-01,2026-01-10 05:00:00,37.9,4.48,23.56,2.56,1.33,30145,1,72,9.08,정상,0,0
GATE-03,PARKING-01,2026-01-10 06:00:00,37.63,4.03,24.14,2.87,1.54,30165,0,72,4.31,정상,0,0
GATE-03,PARKING-01,2026-01-10 07:00:00,47.25,5.21,23.77,2.97,1.2,30201,0,72,8.86,정상,0,0
GATE-03,PARKING-01,2026-01-10 08:00:00,41.09,4.96,23.67,2.68,1.58,30247,0,72,6.1,정상,0,0
GATE-03,PARKING-01,2026-01-10 09:00:00,42.92,4.77,24.09,2.52,1.45,30290,0,72,5.51,정상,0,0
GATE-03,PARKING-01,2026-01-10 10:00:00,37.2,4.36,23.78,2.63,1.37,30308,0,72,2.18,정상,0,0
GATE-03,PARKING-01,2026-01-10 11:00:00,38.45,4.13,23.96,2.68,1.37,30325,0,72,0.54,정상,0,0
GATE-03,PARKING-01,2026-01-10 12:00:00,37.99,4.46,23.63,2.68,1.49,30343,0,72,2.73,정상,0,0
GATE-03,PARKING-01,2026-01-10 13:00:00,41.96,4.24,24.33,2.85,1.25,30366,0,72,1.5,정상,0,0
GATE-03,PARKING-01,2026-01-10 14:00:00,36.85,4.53,23.88,2.89,1.2,30386,0,72,1.39,정상,0,0
GATE-03,PARKING-01,2026-01-10 15:00:00,41.66,4.37,24.09,2.81,1.71,30410,1,72,8.53,정상,0,0
GATE-03,PARKING-01,2026-01-10 16:00:00,40.58,4.22,23.81,2.73,1.23,30435,1,72,7.28,정상,0,0
GATE-03,PARKING-01,2026-01-10 17:00:00,44.85,4.86,23.68,2.77,1.29,30483,0,72,6.09,정상,0,0
GATE-03,PARKING-01,2026-01-10 18:00:00,41.24,4.51,24.1,3.31,1.57,30526,0,72,6.87,정상,0,0
GATE-03,PARKING-01,2026-01-10 19:00:00,43.55,4.7,23.87,2.53,1.27,30569,0,72,4.95,정상,0,0
GATE-03,PARKING-01,2026-01-10 20:00:00,40.14,3.82,23.68,2.55,1.43,30599,1,72,7.77,정상,0,0
GATE-03,PARKING-01,2026-01-10 21:00:00,39.51,4.71,23.91,2.88,1.44,30617,1,72,7.11,정상,0,0
GATE-03,PARKING-01,2026-01-10 22:00:00,39.49,4.03,23.64,2.93,1.24,30631,1,72,4.63,정상,0,0
GATE-03,PARKING-01,2026-01-10 23:00:00,39.77,4.8,24.14,2.91,1.36,30666,0,72,1.69,정상,0,0
GATE-03,PARKING-01,2026-01-11 00:00:00,38.6,3.93,24.27,2.98,1.16,30674,1,73,8.13,정상,0,0
GATE-03,PARKING-01,2026-01-11 01:00:00,38.69,4.16,23.84,2.93,1.32,30683,0,73,0,정상,0,0
GATE-03,PARKING-01,2026-01-11 02:00:00,39.59,4.73,24.16,2.73,1.33,30697,1,73,9.33,정상,0,0
GATE-03,PARKING-01,2026-01-11 03:00:00,36.55,3.79,23.63,2.8,1.41,30702,0,73,1.95,정상,0,0
GATE-03,PARKING-01,2026-01-11 04:00:00,36.67,4.29,23.38,2.73,1.25,30705,0,73,3.52,정상,0,0
GATE-03,PARKING-01,2026-01-11 05:00:00,39.79,4.14,24,2.76,1.38,30705,0,73,3.08,정상,0,0
GATE-03,PARKING-01,2026-01-11 06:00:00,43.98,4.49,24.18,3.13,1.1,30734,0,73,6.25,정상,0,0
GATE-03,PARKING-01,2026-01-11 07:00:00,43.93,4.83,23.46,2.98,1.41,30770,0,73,6.28,정상,0,0
GATE-03,PARKING-01,2026-01-11 08:00:00,42,4.86,23.8,2.75,1.39,30805,0,73,2.65,정상,0,0
GATE-03,PARKING-01,2026-01-11 09:00:00,42.29,4.66,24.01,2.88,1.27,30843,1,73,8.01,정상,0,0
GATE-03,PARKING-01,2026-01-11 10:00:00,38.22,3.86,23.66,2.66,1.41,30864,0,73,3.64,정상,0,0
GATE-03,PARKING-01,2026-01-11 11:00:00,38.35,3.77,24.01,2.71,1.22,30883,1,73,0.07,정상,0,0
GATE-03,PARKING-01,2026-01-11 12:00:00,37.82,4.29,24.14,2.68,1.58,30904,0,73,3.27,정상,0,0
GATE-03,PARKING-01,2026-01-11 13:00:00,41.74,4.33,23.97,2.69,1.48,30925,0,73,3.57,정상,0,0
GATE-03,PARKING-01,2026-01-11 14:00:00,41.13,3.76,23.54,2.8,1.28,30941,0,73,1.04,정상,0,0
GATE-03,PARKING-01,2026-01-11 15:00:00,38.71,3.96,24.21,3.01,1.11,30955,1,73,5.35,정상,0,0
GATE-03,PARKING-01,2026-01-11 16:00:00,38.13,3.79,23.51,2.9,1.11,30976,0,73,3.53,정상,0,0
GATE-03,PARKING-01,2026-01-11 17:00:00,41.15,4.28,24.27,2.86,1.03,31017,0,73,2,정상,0,0
GATE-03,PARKING-01,2026-01-11 18:00:00,40.09,4.53,23.7,2.81,1.31,31052,1,73,4.87,정상,0,0
GATE-03,PARKING-01,2026-01-11 19:00:00,40.83,4.79,24.13,2.85,1.35,31096,0,73,4.72,정상,0,0
GATE-03,PARKING-01,2026-01-11 20:00:00,46.02,4.61,24.25,2.75,1.26,31139,0,73,4.82,정상,0,0
GATE-03,PARKING-01,2026-01-11 21:00:00,39.22,4.52,24.28,2.77,1.24,31155,0,73,1.71,정상,0,0
GATE-03,PARKING-01,2026-01-11 22:00:00,38.37,4.4,23.52,2.83,1.49,31176,0,73,3.14,정상,0,0
GATE-03,PARKING-01,2026-01-11 23:00:00,37.07,4.49,23.77,2.77,1.48,31197,0,73,0,정상,0,0
GATE-03,PARKING-01,2026-01-12 00:00:00,38.53,4.07,23.42,2.89,1.4,31201,0,74,2.37,정상,0,0
GATE-03,PARKING-01,2026-01-12 01:00:00,40.28,3.83,23.68,2.92,1.28,31201,0,74,2.92,정상,0,0
GATE-03,PARKING-01,2026-01-12 02:00:00,39.24,4.29,24.2,2.98,1.43,31206,0,74,2.55,정상,0,0
GATE-03,PARKING-01,2026-01-12 03:00:00,37.08,3.96,23.67,2.74,1.24,31211,0,74,0,정상,0,0
GATE-03,PARKING-01,2026-01-12 04:00:00,39.3,4.52,23.95,3.01,1.61,31211,1,74,5.42,정상,0,0
GATE-03,PARKING-01,2026-01-12 05:00:00,40.11,3.87,23.92,2.67,1.78,31222,0,74,6.03,정상,0,0
GATE-03,PARKING-01,2026-01-12 06:00:00,40.18,4.54,23.82,3.1,1.23,31251,1,74,10.83,정상,0,0
GATE-03,PARKING-01,2026-01-12 07:00:00,41.81,4.53,24.57,3.29,1.44,31292,0,74,10.28,정상,0,0
GATE-03,PARKING-01,2026-01-12 08:00:00,44.22,4.35,23.65,2.72,1.45,31334,0,74,6,정상,0,0
GATE-03,PARKING-01,2026-01-12 09:00:00,44.54,4.86,24.18,3,1.1,31392,0,74,5.86,정상,0,0
GATE-03,PARKING-01,2026-01-12 10:00:00,38.05,4.55,24.13,2.79,1.43,31408,0,74,0.22,정상,0,0
GATE-03,PARKING-01,2026-01-12 11:00:00,41.56,4.1,24.61,2.66,1.63,31423,1,74,10.61,정상,0,0
GATE-03,PARKING-01,2026-01-12 12:00:00,38.83,4.47,24.08,2.5,1.25,31453,0,74,7.51,정상,0,0
GATE-03,PARKING-01,2026-01-12 13:00:00,39.23,4.22,23.97,2.72,1.48,31465,0,74,0.41,정상,0,0
GATE-03,PARKING-01,2026-01-12 14:00:00,40.27,4.01,23.33,3.13,1.2,31485,1,74,11.53,정상,0,0
GATE-03,PARKING-01,2026-01-12 15:00:00,41.59,3.87,24.27,3.01,1.35,31512,0,74,0.64,정상,0,0
GATE-03,PARKING-01,2026-01-12 16:00:00,39.53,4.68,24.16,2.99,1.45,31537,0,74,2.27,정상,0,0
GATE-03,PARKING-01,2026-01-12 17:00:00,43.62,4.83,23.73,2.94,1.37,31580,1,74,11.26,정상,0,0
GATE-03,PARKING-01,2026-01-12 18:00:00,42.91,4.81,23.33,2.8,1.32,31621,0,74,10.15,정상,0,0
GATE-03,PARKING-01,2026-01-12 19:00:00,40.91,4.9,23.78,2.9,1.23,31664,0,74,3.5,정상,0,0
GATE-03,PARKING-01,2026-01-12 20:00:00,40.42,4.56,24,3.2,1.46,31701,1,74,7.37,정상,0,0
GATE-03,PARKING-01,2026-01-12 21:00:00,38.88,4.38,24.01,2.85,1.38,31726,0,74,0.23,정상,0,0
GATE-03,PARKING-01,2026-01-12 22:00:00,40.81,4.25,24,2.76,0.88,31751,0,74,0,정상,0,0
GATE-03,PARKING-01,2026-01-12 23:00:00,38.09,4.26,24.08,2.99,1.45,31770,0,74,2.41,정상,0,0
GATE-03,PARKING-01,2026-01-13 00:00:00,37.03,4.03,24.15,3.28,1.18,31771,0,75,3.59,정상,0,0
GATE-03,PARKING-01,2026-01-13 01:00:00,40.68,4.05,23.79,2.89,1.26,31773,0,75,1.99,정상,0,0
GATE-03,PARKING-01,2026-01-13 02:00:00,37.51,4.3,23.43,3.21,1.25,31774,0,75,3.51,정상,0,0
GATE-03,PARKING-01,2026-01-13 03:00:00,40.51,3.98,23.26,2.65,1.36,31786,0,75,10.77,정상,0,0
GATE-03,PARKING-01,2026-01-13 04:00:00,36.69,3.93,23.91,3.09,1.27,31790,1,75,8.12,정상,0,0
GATE-03,PARKING-01,2026-01-13 05:00:00,38.7,4.23,23.96,3.13,1.3,31796,1,75,2.83,정상,0,0
GATE-03,PARKING-01,2026-01-13 06:00:00,40.2,4.31,24.03,2.79,1.47,31812,0,75,0.63,정상,0,0
GATE-03,PARKING-01,2026-01-13 07:00:00,41.7,4.57,23.81,2.83,1.75,31853,1,75,9.82,정상,0,0
GATE-03,PARKING-01,2026-01-13 08:00:00,42.08,4.66,23.78,2.85,1.38,31896,0,75,0,정상,0,0
GATE-03,PARKING-01,2026-01-13 09:00:00,42.66,4.95,24.44,2.74,1.46,31946,0,75,7.19,정상,0,0
GATE-03,PARKING-01,2026-01-13 10:00:00,42.5,4.41,24.09,2.49,1.1,31977,1,75,6.19,정상,0,0
GATE-03,PARKING-01,2026-01-13 11:00:00,39.93,4.4,23.3,2.92,1.19,31996,0,75,0.5,정상,0,0
GATE-03,PARKING-01,2026-01-13 12:00:00,42.4,4.56,23.86,2.95,1.56,32017,0,75,2.09,정상,0,0
GATE-03,PARKING-01,2026-01-13 13:00:00,41.19,4.83,23.54,2.8,1.76,32035,0,75,10.58,정상,0,0
GATE-03,PARKING-01,2026-01-13 14:00:00,40.59,3.88,23.52,2.9,1.36,32049,1,75,11.35,정상,0,0
GATE-03,PARKING-01,2026-01-13 15:00:00,40.44,4.82,23.69,2.94,1.23,32076,1,75,10.74,정상,0,0
GATE-03,PARKING-01,2026-01-13 16:00:00,37.5,4.05,24.13,2.99,1.37,32090,0,75,2.02,정상,0,0
GATE-03,PARKING-01,2026-01-13 17:00:00,40.22,4.75,23.99,2.74,1.37,32129,0,75,0.27,정상,0,0
GATE-03,PARKING-01,2026-01-13 18:00:00,41.35,4.9,23.73,2.91,1.52,32174,0,75,5.82,정상,0,0
GATE-03,PARKING-01,2026-01-13 19:00:00,44.04,4.45,23.8,2.87,1.31,32203,1,75,8.3,정상,0,0
GATE-03,PARKING-01,2026-01-13 20:00:00,42.66,4.34,23.37,2.62,1.42,32233,0,75,4.15,정상,0,0
GATE-03,PARKING-01,2026-01-13 21:00:00,41.89,4.45,23.72,3.15,1.63,32261,0,75,8.95,정상,0,0
GATE-03,PARKING-01,2026-01-13 22:00:00,39.78,4.3,24.16,2.98,1.52,32283,0,75,5.43,정상,0,0
GATE-03,PARKING-01,2026-01-13 23:00:00,41.79,4.4,24.27,3.02,1.27,32304,0,75,6.63,정상,0,0
GATE-03,PARKING-01,2026-01-14 00:00:00,36.95,4.05,24.22,2.9,1.23,32304,0,76,2.93,정상,0,0
GATE-03,PARKING-01,2026-01-14 01:00:00,38.79,4.5,23.61,2.94,1.44,32322,0,76,2.36,정상,0,0
GATE-03,PARKING-01,2026-01-14 02:00:00,40.92,4.36,24.1,3.09,1.03,32332,0,76,0.82,정상,0,0
GATE-03,PARKING-01,2026-01-14 03:00:00,34.82,3.78,23.65,2.85,1.71,32335,0,76,3.26,정상,0,0
GATE-03,PARKING-01,2026-01-14 04:00:00,35.9,3.87,23.7,2.97,1.07,32335,0,76,1.56,정상,0,0
GATE-03,PARKING-01,2026-01-14 05:00:00,37.12,4.02,23.95,2.98,1.9,32341,1,76,11.19,정상,0,0
GATE-03,PARKING-01,2026-01-14 06:00:00,43.93,4.04,23.81,3.07,1.16,32361,0,76,5.55,정상,0,0
GATE-03,PARKING-01,2026-01-14 07:00:00,44.51,5.21,23.67,3.31,1.66,32421,0,76,14.72,정상,0,0
GATE-03,PARKING-01,2026-01-14 08:00:00,40.17,4.69,23.6,2.78,1.35,32469,0,76,4.08,정상,0,0
GATE-03,PARKING-01,2026-01-14 09:00:00,43.1,4.35,23.84,2.77,1.57,32502,0,76,4.88,정상,0,0
GATE-03,PARKING-01,2026-01-14 10:00:00,42.4,4.18,23.99,2.97,1.59,32519,0,76,1.77,정상,0,0
GATE-03,PARKING-01,2026-01-14 11:00:00,40.87,4.35,23.75,2.97,1.43,32548,2,76,11.51,정상,0,0
GATE-03,PARKING-01,2026-01-14 12:00:00,42.97,3.96,23.88,2.74,1.38,32569,0,76,3.77,정상,0,0
GATE-03,PARKING-01,2026-01-14 13:00:00,40.29,4.49,23.46,2.76,1.57,32589,0,76,5.36,정상,0,0
GATE-03,PARKING-01,2026-01-14 14:00:00,41.2,4.15,23.62,3.05,1.63,32611,0,76,6.52,정상,0,0
GATE-03,PARKING-01,2026-01-14 15:00:00,40.97,4.53,23.85,2.9,1.17,32632,1,76,6.26,정상,0,0
GATE-03,PARKING-01,2026-01-14 16:00:00,40.52,4.82,23.5,3.05,1.5,32654,0,76,8,정상,0,0
GATE-03,PARKING-01,2026-01-14 17:00:00,39.59,4.19,23.67,2.97,1.58,32680,0,76,7.57,정상,0,0
GATE-03,PARKING-01,2026-01-14 18:00:00,41.96,4.25,23.85,2.75,1.52,32710,1,76,11.12,정상,0,0
GATE-03,PARKING-01,2026-01-14 19:00:00,36.56,4.59,24.31,3.15,1.51,32735,0,76,4.85,정상,0,0
GATE-03,PARKING-01,2026-01-14 20:00:00,43.88,4.58,24.07,2.95,1.29,32784,1,76,6.11,정상,0,0
GATE-03,PARKING-01,2026-01-14 21:00:00,40.42,4.5,23.74,2.73,1.45,32807,0,76,4.43,정상,0,0
GATE-03,PARKING-01,2026-01-14 22:00:00,42.04,4.12,23.53,2.89,1.2,32822,1,76,9.04,정상,0,0
GATE-03,PARKING-01,2026-01-14 23:00:00,41.22,3.95,23.68,2.87,1.46,32848,0,76,5.88,정상,0,0
GATE-03,PARKING-01,2026-01-15 00:00:00,39.49,4.65,24.1,2.8,1.24,32851,1,77,6.06,정상,0,0
GATE-03,PARKING-01,2026-01-15 01:00:00,40.67,4.38,23.95,2.86,1.32,32854,0,77,3.38,정상,0,0
GATE-03,PARKING-01,2026-01-15 02:00:00,39.31,4.8,24.3,2.8,1.55,32854,1,77,10.15,정상,0,0
GATE-03,PARKING-01,2026-01-15 03:00:00,39.63,4.1,23.82,3.33,1.35,32858,1,77,9.44,정상,0,0
GATE-03,PARKING-01,2026-01-15 04:00:00,38.84,4.17,23.61,3.29,1.8,32867,0,77,7.85,정상,0,0
GATE-03,PARKING-01,2026-01-15 05:00:00,39.63,3.86,23.8,2.95,1.08,32882,1,77,8.21,정상,0,0
GATE-03,PARKING-01,2026-01-15 06:00:00,40.17,4.88,23.97,3.06,1.34,32908,0,77,3.8,정상,0,0
GATE-03,PARKING-01,2026-01-15 07:00:00,44.09,4.19,23.92,2.96,1.33,32952,0,77,7.49,정상,0,0
GATE-03,PARKING-01,2026-01-15 08:00:00,39.21,5.21,23.38,2.79,2.03,33000,0,77,12.1,정상,0,0
GATE-03,PARKING-01,2026-01-15 09:00:00,43.8,4.81,23.32,3.11,1.59,33044,1,77,15.05,정상,0,0
GATE-03,PARKING-01,2026-01-15 10:00:00,37.09,4.26,24.08,2.84,1.26,33056,0,77,1.58,정상,0,0
GATE-03,PARKING-01,2026-01-15 11:00:00,40.31,4.63,24.09,2.92,1.37,33071,0,77,4.08,정상,0,0
GATE-03,PARKING-01,2026-01-15 12:00:00,40.13,4.66,23.9,3.22,1.33,33096,1,77,6.85,정상,0,0
GATE-03,PARKING-01,2026-01-15 13:00:00,40.66,4.7,23.96,3.05,1.42,33116,0,77,3.32,정상,0,0
GATE-03,PARKING-01,2026-01-15 14:00:00,43.21,4.58,23.55,2.87,1.45,33138,0,77,4.57,정상,0,0
GATE-03,PARKING-01,2026-01-15 15:00:00,43.6,4.73,23.76,2.81,0.84,33167,1,77,10.47,정상,0,0
GATE-03,PARKING-01,2026-01-15 16:00:00,41.89,4.39,23.74,3.01,1.34,33190,1,77,8.8,정상,0,0
GATE-03,PARKING-01,2026-01-15 17:00:00,47.22,5.04,24.23,2.92,1.47,33259,0,77,11.87,정상,0,0
GATE-03,PARKING-01,2026-01-15 18:00:00,41.05,4.62,23.83,3.03,1.7,33291,0,77,5.47,정상,0,0
GATE-03,PARKING-01,2026-01-15 19:00:00,42.64,4.81,23.9,2.86,1.56,33331,1,77,10.4,정상,0,0
GATE-03,PARKING-01,2026-01-15 20:00:00,42.42,4.47,24.35,2.85,1.5,33366,0,77,4.09,정상,0,0
GATE-03,PARKING-01,2026-01-15 21:00:00,35.37,3.86,23.73,2.93,1.48,33377,0,77,1.18,정상,0,0
GATE-03,PARKING-01,2026-01-15 22:00:00,41.34,4.45,24.04,3.21,1.27,33398,0,77,2.31,정상,0,0
GATE-03,PARKING-01,2026-01-15 23:00:00,45.12,3.87,23.51,2.88,1.44,33423,0,77,11.39,정상,0,0
GATE-03,PARKING-01,2026-01-16 00:00:00,38.13,4.13,23.67,3.07,1.76,33424,0,78,6.3,정상,0,0
GATE-03,PARKING-01,2026-01-16 01:00:00,41.1,4.74,23.76,2.86,1.4,33434,0,78,6.86,정상,0,0
GATE-03,PARKING-01,2026-01-16 02:00:00,41.49,4.48,24.18,3.24,1.47,33438,0,78,7.92,정상,0,0
GATE-03,PARKING-01,2026-01-16 03:00:00,37.25,4.19,23.9,3.3,1.6,33438,0,78,4.36,정상,0,0
GATE-03,PARKING-01,2026-01-16 04:00:00,40.02,4.23,23.71,2.85,1.43,33442,0,78,5.48,정상,0,0
GATE-03,PARKING-01,2026-01-16 05:00:00,35.95,3.88,24.17,3.09,1.62,33444,0,78,4.56,정상,0,0
GATE-03,PARKING-01,2026-01-16 06:00:00,38.83,4.4,23.65,3.08,1.46,33458,0,78,2.16,정상,0,0
GATE-03,PARKING-01,2026-01-16 07:00:00,42.59,4.86,23.9,2.91,1.62,33501,0,78,3.68,정상,0,0
GATE-03,PARKING-01,2026-01-16 08:00:00,38.41,4.3,24.13,3.2,1.54,33526,1,78,10.93,정상,0,0
GATE-03,PARKING-01,2026-01-16 09:00:00,44.59,4.55,23.87,3.18,1.11,33563,0,78,4.43,정상,0,0
GATE-03,PARKING-01,2026-01-16 10:00:00,41.73,4.37,23.94,2.99,1.72,33580,0,78,4.06,정상,0,0
GATE-03,PARKING-01,2026-01-16 11:00:00,39.21,4.38,23.95,3.15,1.34,33592,0,78,1.2,정상,0,0
GATE-03,PARKING-01,2026-01-16 12:00:00,40.73,4.12,23.27,2.94,1.76,33622,1,78,15.55,정상,0,0
GATE-03,PARKING-01,2026-01-16 13:00:00,42.52,4.53,24.05,2.75,1.55,33641,0,78,5.98,정상,0,0
GATE-03,PARKING-01,2026-01-16 14:00:00,40.44,4.75,23.73,2.96,1.58,33663,0,78,6.55,정상,0,0
GATE-03,PARKING-01,2026-01-16 15:00:00,38.9,4.57,23.8,2.88,1.58,33683,1,78,8.45,정상,0,0
GATE-03,PARKING-01,2026-01-16 16:00:00,37.1,4.93,23.45,2.9,1.28,33706,0,78,3.62,정상,0,0
GATE-03,PARKING-01,2026-01-16 17:00:00,44.68,4.59,23.57,2.95,1.32,33754,1,78,8.14,정상,0,0
GATE-03,PARKING-01,2026-01-16 18:00:00,41.85,5.5,23.79,3.06,1.68,33794,0,78,11.29,정상,0,0
GATE-03,PARKING-01,2026-01-16 19:00:00,39.75,4.41,24.07,3.14,1.53,33827,0,78,2.72,정상,0,0
GATE-03,PARKING-01,2026-01-16 20:00:00,43.99,4.25,24.47,3.18,1.39,33864,0,78,9.8,정상,0,0
GATE-03,PARKING-01,2026-01-16 21:00:00,41.52,4.86,23.79,2.76,1.71,33889,1,78,12.95,정상,0,0
GATE-03,PARKING-01,2026-01-16 22:00:00,42.24,4.84,23.7,2.72,1.48,33913,1,78,15.31,정상,0,0
GATE-03,PARKING-01,2026-01-16 23:00:00,39.38,4.51,23.9,2.74,1.66,33936,0,78,3.02,정상,0,0
GATE-03,PARKING-01,2026-01-17 00:00:00,37.05,4.09,23.63,2.86,1.61,33938,0,79,6.25,정상,0,0
GATE-03,PARKING-01,2026-01-17 01:00:00,39.83,4.11,23.92,2.98,1.22,33943,0,79,0,정상,0,0
GATE-03,PARKING-01,2026-01-17 02:00:00,38.91,4.41,23.34,3.1,1.28,33957,0,79,2.42,정상,0,0
GATE-03,PARKING-01,2026-01-17 03:00:00,37.16,3.81,24.15,2.94,1.39,33957,0,79,4.26,정상,0,0
GATE-03,PARKING-01,2026-01-17 04:00:00,38.86,4.24,23.75,3.12,1.55,33962,0,79,7.82,정상,0,0
GATE-03,PARKING-01,2026-01-17 05:00:00,38.13,4.73,23.78,2.8,1.3,33975,0,79,3.43,정상,0,0
GATE-03,PARKING-01,2026-01-17 06:00:00,42.02,4.97,23.55,3.02,1.35,33997,2,79,18.45,정상,0,0
GATE-03,PARKING-01,2026-01-17 07:00:00,42.32,4.64,23.87,3.1,1.57,34035,1,79,8.74,정상,0,0
GATE-03,PARKING-01,2026-01-17 08:00:00,43.48,4.71,23.82,3.19,1.32,34070,0,79,5.24,정상,0,0
GATE-03,PARKING-01,2026-01-17 09:00:00,42.16,4.81,23.51,3.22,1.62,34097,0,79,11.38,정상,0,0
GATE-03,PARKING-01,2026-01-17 10:00:00,40.35,4.91,23.97,2.9,1.42,34119,1,79,9.08,정상,0,0
GATE-03,PARKING-01,2026-01-17 11:00:00,40.85,4.46,23.76,3.01,1.48,34143,1,79,11.88,정상,0,0
GATE-03,PARKING-01,2026-01-17 12:00:00,41.33,4.67,24.02,2.56,1.37,34167,1,79,7.37,정상,0,0
GATE-03,PARKING-01,2026-01-17 13:00:00,41.03,4.26,24.45,3.23,1.25,34187,1,79,13.08,정상,0,0
GATE-03,PARKING-01,2026-01-17 14:00:00,40.55,4.51,23.67,3.08,1.22,34208,1,79,4.72,정상,0,0
GATE-03,PARKING-01,2026-01-17 15:00:00,43.1,4.6,23.88,2.8,1.28,34226,1,79,7.83,정상,0,0
GATE-03,PARKING-01,2026-01-17 16:00:00,41.55,4.56,23.8,2.91,1.52,34257,0,79,3.58,정상,0,0
GATE-03,PARKING-01,2026-01-17 17:00:00,46.71,5.07,24.01,3.03,1.55,34305,0,79,12.85,정상,0,0
GATE-03,PARKING-01,2026-01-17 18:00:00,44.08,4.47,23.92,2.71,1.51,34352,0,79,5.93,정상,0,0
GATE-03,PARKING-01,2026-01-17 19:00:00,42.54,4.39,23.67,3,1.29,34373,0,79,2.33,정상,0,0
GATE-03,PARKING-01,2026-01-17 20:00:00,44.29,4.72,23.62,3.1,1.41,34425,0,79,9.34,정상,0,0
GATE-03,PARKING-01,2026-01-17 21:00:00,43.43,4.58,23.56,3.07,1.26,34447,0,79,6.62,정상,0,0
GATE-03,PARKING-01,2026-01-17 22:00:00,39.94,4.68,23.95,3.02,1.31,34462,0,79,3.38,정상,0,0
GATE-03,PARKING-01,2026-01-17 23:00:00,38.9,4.72,23.89,3.01,1.73,34481,0,79,3.85,정상,0,0
GATE-03,PARKING-01,2026-01-18 00:00:00,39.48,3.7,23.84,2.97,1.32,34484,0,80,0.69,정상,0,0
GATE-03,PARKING-01,2026-01-18 01:00:00,38.65,4.56,23.57,3.3,1.55,34490,0,80,10.31,정상,0,0
GATE-03,PARKING-01,2026-01-18 02:00:00,38.83,4.15,23.7,2.89,1.68,34501,1,80,11.57,정상,0,0
GATE-03,PARKING-01,2026-01-18 03:00:00,38.97,5.01,23.86,2.98,1.59,34506,0,80,8.47,정상,0,0
GATE-03,PARKING-01,2026-01-18 04:00:00,37.55,4.23,23.8,2.95,1.37,34510,0,80,1.78,정상,0,0
GATE-03,PARKING-01,2026-01-18 05:00:00,37.18,3.6,24.13,2.77,1.94,34510,0,80,8.25,정상,0,0
GATE-03,PARKING-01,2026-01-18 06:00:00,42.37,4.57,23.71,2.85,1.57,34529,0,80,6.89,정상,0,0
GATE-03,PARKING-01,2026-01-18 07:00:00,45.67,4.74,23.95,3.22,1.52,34566,0,80,12.25,정상,0,0
GATE-03,PARKING-01,2026-01-18 08:00:00,44.69,4.34,24.04,2.88,1.62,34609,0,80,4.56,정상,0,0
